OrderID;ProductCode;QuantityOrdered;PriceEach;OrderDate;City;Country
10347;S10_1949;30;100;11/29/2004 0:00;Melbourne;Australia
10357;S10_1949;32;100;12.10.04 00:00;San Rafael;USA
10369;S10_1949;41;100;1/20/2005 0:00;Brickhaven;USA
10381;S10_1949;36;100;2/17/2005 0:00;San Francisco;USA
10391;S10_1949;24;100;03.09.05 00:00;North Sydney;Australia
10411;S10_1949;23;100;05.01.05 00:00;Montreal;Canada
10424;S10_1949;50;100;5/31/2005 0:00;Madrid;Spain
10107;S10_2016;39;99.91;2/24/2003 0:00;NYC;USA
10120;S10_2016;29;96.34;4/29/2003 0:00;Melbourne;Australia
10145;S10_2016;37;100;8/25/2003 0:00;Pasadena;USA
10159;S10_2016;37;100;10.10.03 00:00;San Francisco;USA
10168;S10_2016;27;100;10/28/2003 0:00;Burlingame;USA
10180;S10_2016;42;100;11.11.03 00:00;Lille;France
10188;S10_2016;38;96.34;11/18/2003 0:00;Bergen;Norway
10201;S10_2016;24;100;12.01.03 00:00;San Francisco;USA
10210;S10_2016;23;100;01.12.04 00:00;Osaka;Japan
10223;S10_2016;47;100;2/20/2004 0:00;Melbourne;Australia
10236;S10_2016;22;100;04.03.04 00:00;Philadelphia;USA
10251;S10_2016;44;100;5/18/2004 0:00;Newark;USA
10263;S10_2016;40;100;6/28/2004 0:00;Bridgewater;USA
10275;S10_2016;22;100;7/23/2004 0:00;Nantes;France
10285;S10_2016;47;100;8/27/2004 0:00;Cambridge;USA
10298;S10_2016;39;96.34;9/27/2004 0:00;Nantes;France
10308;S10_2016;34;100;10/15/2004 0:00;White Plains;USA
10318;S10_2016;45;100;11.02.04 00:00;Allentown;USA
10329;S10_2016;20;100;11/15/2004 0:00;NYC;USA
10339;S10_2016;40;68.92;11/23/2004 0:00;Minato-ku;Japan
10361;S10_2016;26;51.15;12/17/2004 0:00;Chatswood;Australia
10374;S10_2016;39;100;02.02.05 00:00;South Brisbane;Australia
10388;S10_2016;50;44.51;03.03.05 00:00;New Bedford;USA
10402;S10_2016;45;100;04.07.05 00:00;Paris;France
10417;S10_2016;45;100;5/13/2005 0:00;Madrid;Spain
10107;S10_4698;27;100;2/24/2003 0:00;NYC;USA
10120;S10_4698;46;100;4/29/2003 0:00;Melbourne;Australia
10145;S10_4698;33;100;8/25/2003 0:00;Pasadena;USA
10159;S10_4698;22;100;10.10.03 00:00;San Francisco;USA
10168;S10_4698;20;100;10/28/2003 0:00;Burlingame;USA
10180;S10_4698;41;100;11.11.03 00:00;Lille;France
10188;S10_4698;45;100;11/18/2003 0:00;Bergen;Norway
10201;S10_4698;49;100;12.01.03 00:00;San Francisco;USA
10210;S10_4698;34;100;01.12.04 00:00;Osaka;Japan
10223;S10_4698;49;100;2/20/2004 0:00;Melbourne;Australia
10237;S10_4698;39;100;04.05.04 00:00;NYC;USA
10251;S10_4698;43;100;5/18/2004 0:00;Newark;USA
10263;S10_4698;41;100;6/28/2004 0:00;Bridgewater;USA
10275;S10_4698;36;100;7/23/2004 0:00;Nantes;France
10285;S10_4698;27;100;8/27/2004 0:00;Cambridge;USA
10299;S10_4698;29;100;9/30/2004 0:00;Helsinki;Finland
10308;S10_4698;20;100;10/15/2004 0:00;White Plains;USA
10318;S10_4698;37;100;11.02.04 00:00;Allentown;USA
10329;S10_4698;26;100;11/15/2004 0:00;NYC;USA
10339;S10_4698;39;76.67;11/23/2004 0:00;Minato-ku;Japan
10362;S10_4698;22;100;01.05.05 00:00;Burlingame;USA
10374;S10_4698;22;100;02.02.05 00:00;South Brisbane;Australia
10388;S10_4698;21;86.77;03.03.05 00:00;New Bedford;USA
10403;S10_4698;66;100;04.08.05 00:00;Liverpool;UK
10417;S10_4698;56;100;5/13/2005 0:00;Madrid;Spain
10105;S10_4757;50;100;02.11.03 00:00;Kobenhavn;Denmark
10119;S10_4757;46;100;4/28/2003 0:00;Salzburg;Austria
10129;S10_4757;33;100;06.12.03 00:00;London;UK
10143;S10_4757;49;100;08.10.03 00:00;New Bedford;USA
10155;S10_4757;32;100;10.06.03 00:00;Helsinki;Finland
10167;S10_4757;44;100;10/23/2003 0:00;Boras;Sweden
10178;S10_4757;24;100;11.08.03 00:00;Toulouse;France
10186;S10_4757;26;100;11/14/2003 0:00;London;UK
10197;S10_4757;45;100;11/26/2003 0:00;Barcelona;Spain
10209;S10_4757;39;100;01.09.04 00:00;Los Angeles;USA
10222;S10_4757;49;100;2/19/2004 0:00;San Diego;USA
10248;S10_4757;20;100;05.07.04 00:00;NYC;USA
10261;S10_4757;27;100;6/17/2004 0:00;Montreal;Canada
10273;S10_4757;30;100;7/21/2004 0:00;Bruxelles;Belgium
10283;S10_4757;25;100;8/20/2004 0:00;Tsawassen;Canada
10295;S10_4757;24;100;09.10.04 00:00;Boston;USA
10307;S10_4757;22;100;10/14/2004 0:00;Philadelphia;USA
10316;S10_4757;33;100;11.01.04 00:00;Cowes;UK
10325;S10_4757;47;64.93;11.05.04 00:00;Stavern;Norway
10337;S10_4757;25;48.05;11/21/2004 0:00;NYC;USA
10350;S10_4757;26;75.47;12.02.04 00:00;Madrid;Spain
10359;S10_4757;48;54.68;12/15/2004 0:00;Reims;France
10373;S10_4757;39;100;1/31/2005 0:00;Oulu;Finland
10384;S10_4757;34;100;2/23/2005 0:00;San Francisco;USA
10395;S10_4757;32;100;3/17/2005 0:00;Paris;France
10400;S10_4757;64;100;04.01.05 00:00;San Jose;USA
10414;S10_4757;19;100;05.06.05 00:00;Boston;USA
10103;S10_4962;42;100;1/29/2003 0:00;Stavern;Norway
10114;S10_4962;31;100;04.01.03 00:00;Paris;France
10126;S10_4962;22;100;5/28/2003 0:00;Madrid;Spain
10140;S10_4962;26;100;7/24/2003 0:00;Burlingame;USA
10150;S10_4962;20;100;9/19/2003 0:00;Singapore;Singapore
10164;S10_4962;21;100;10/21/2003 0:00;Graz;Austria
10175;S10_4962;33;100;11.06.03 00:00;London;UK
10183;S10_4962;28;100;11/13/2003 0:00;Philadelphia;USA
10194;S10_4962;26;100;11/25/2003 0:00;Lyon;France
10207;S10_4962;31;100;12.09.03 00:00;Boston;USA
10217;S10_4962;48;100;02.04.04 00:00;Singapore;Singapore
10229;S10_4962;50;100;03.11.04 00:00;San Rafael;USA
10245;S10_4962;28;100;05.04.04 00:00;New Haven;USA
10259;S10_4962;26;100;6/15/2004 0:00;Singapore;Singapore
10270;S10_4962;32;100;7/19/2004 0:00;Chatswood;Australia
10281;S10_4962;44;100;8/19/2004 0:00;Allentown;USA
10291;S10_4962;30;100;09.08.04 00:00;Boras;Sweden
10305;S10_4962;38;100;10/13/2004 0:00;Cambridge;USA
10313;S10_4962;40;100;10/22/2004 0:00;Vancouver;Canada
10322;S10_4962;46;61.99;11.04.04 00:00;Nashua;USA
10334;S10_4962;26;100;11/19/2004 0:00;Lule;Sweden
10347;S10_4962;27;100;11/29/2004 0:00;Melbourne;Australia
10357;S10_4962;43;100;12.10.04 00:00;San Rafael;USA
10370;S10_4962;35;65.63;1/20/2005 0:00;North Sydney;Australia
10381;S10_4962;37;100;2/17/2005 0:00;San Francisco;USA
10391;S10_4962;37;46.9;03.09.05 00:00;North Sydney;Australia
10411;S10_4962;27;100;05.01.05 00:00;Montreal;Canada
10425;S10_4962;38;100;5/31/2005 0:00;Nantes;France
10108;S12_1099;33;100;03.03.03 00:00;Makati City;Philippines
10122;S12_1099;42;100;05.08.03 00:00;Marseille;France
10135;S12_1099;42;100;07.02.03 00:00;San Rafael;USA
10147;S12_1099;48;100;09.05.03 00:00;Brickhaven;USA
10159;S12_1099;41;100;10.10.03 00:00;San Francisco;USA
10169;S12_1099;30;100;11.04.03 00:00;North Sydney;Australia
10181;S12_1099;27;100;11.12.03 00:00;Bergen;Norway
10191;S12_1099;21;100;11/20/2003 0:00;Koln;Germany
10203;S12_1099;20;100;12.02.03 00:00;Madrid;Spain
10211;S12_1099;41;100;1/15/2004 0:00;Paris;France
10225;S12_1099;27;100;2/22/2004 0:00;Gensve;Switzerland
10238;S12_1099;28;100;04.09.04 00:00;Kobenhavn;Denmark
10253;S12_1099;24;100;06.01.04 00:00;Liverpool;UK
10266;S12_1099;44;100;07.06.04 00:00;Reggio Emilia;Italy
10276;S12_1099;50;100;08.02.04 00:00;Brickhaven;USA
10287;S12_1099;21;100;8/30/2004 0:00;Gensve;Switzerland
10300;S12_1099;33;100;10.04.03 00:00;Frankfurt;Germany
10310;S12_1099;33;100;10/16/2004 0:00;Koln;Germany
10320;S12_1099;31;100;11.03.04 00:00;Lule;Sweden
10329;S12_1099;41;71.47;11/15/2004 0:00;NYC;USA
10341;S12_1099;45;79.65;11/24/2004 0:00;Salzburg;Austria
10363;S12_1099;33;85.39;01.06.05 00:00;Espoo;Finland
10375;S12_1099;45;76;02.03.05 00:00;Nantes;France
10389;S12_1099;26;99.04;03.03.05 00:00;Boras;Sweden
10419;S12_1099;12;100;5/17/2005 0:00;Salzburg;Austria
10105;S12_1108;41;100;02.11.03 00:00;Kobenhavn;Denmark
10117;S12_1108;33;100;4/16/2003 0:00;Singapore;Singapore
10127;S12_1108;46;100;06.03.03 00:00;NYC;USA
10142;S12_1108;33;100;08.08.03 00:00;San Rafael;USA
10153;S12_1108;20;100;9/28/2003 0:00;Madrid;Spain
10165;S12_1108;44;100;10/22/2003 0:00;Singapore;Singapore
10176;S12_1108;33;100;11.06.03 00:00;Reggio Emilia;Italy
10185;S12_1108;21;100;11/14/2003 0:00;New Bedford;USA
10196;S12_1108;47;100;11/26/2003 0:00;New Haven;USA
10208;S12_1108;46;100;01.02.04 00:00;Lyon;France
10220;S12_1108;32;100;02.12.04 00:00;Dublin;Ireland
10231;S12_1108;42;100;3/19/2004 0:00;Madrid;Spain
10247;S12_1108;44;100;05.05.04 00:00;Espoo;Finland
10272;S12_1108;35;100;7/20/2004 0:00;Allentown;USA
10282;S12_1108;41;100;8/20/2004 0:00;San Rafael;USA
10293;S12_1108;46;100;09.09.04 00:00;Torino;Italy
10306;S12_1108;31;100;10/14/2004 0:00;Manchester;UK
10314;S12_1108;38;100;10/22/2004 0:00;Aaarhus;Denmark
10325;S12_1108;42;64;11.05.04 00:00;Stavern;Norway
10336;S12_1108;33;57.22;11/20/2004 0:00;Paris;France
10348;S12_1108;48;52.36;11.01.04 00:00;Madrid;Spain
10359;S12_1108;42;100;12/15/2004 0:00;Reims;France
10371;S12_1108;32;100;1/23/2005 0:00;San Rafael;USA
10382;S12_1108;34;100;2/17/2005 0:00;San Rafael;USA
10395;S12_1108;33;69.12;3/17/2005 0:00;Paris;France
10413;S12_1108;36;100;05.05.05 00:00;Bridgewater;USA
10103;S12_1666;27;100;1/29/2003 0:00;Stavern;Norway
10113;S12_1666;21;100;3/26/2003 0:00;San Rafael;USA
10126;S12_1666;21;100;5/28/2003 0:00;Madrid;Spain
10140;S12_1666;38;100;7/24/2003 0:00;Burlingame;USA
10150;S12_1666;30;100;9/19/2003 0:00;Singapore;Singapore
10164;S12_1666;49;100;10/21/2003 0:00;Graz;Austria
10174;S12_1666;43;100;11.06.03 00:00;South Brisbane;Australia
10183;S12_1666;41;100;11/13/2003 0:00;Philadelphia;USA
10194;S12_1666;38;100;11/25/2003 0:00;Lyon;France
10206;S12_1666;28;100;12.05.03 00:00;Vancouver;Canada
10216;S12_1666;43;100;02.02.04 00:00;Versailles;France
10229;S12_1666;25;100;03.11.04 00:00;San Rafael;USA
10245;S12_1666;38;100;05.04.04 00:00;New Haven;USA
10258;S12_1666;41;100;6/15/2004 0:00;Minato-ku;Japan
10270;S12_1666;28;100;7/19/2004 0:00;Chatswood;Australia
10281;S12_1666;25;100;8/19/2004 0:00;Allentown;USA
10291;S12_1666;41;100;09.08.04 00:00;Boras;Sweden
10304;S12_1666;39;100;10.11.04 00:00;Versailles;France
10313;S12_1666;21;100;10/22/2004 0:00;Vancouver;Canada
10322;S12_1666;27;100;11.04.04 00:00;Nashua;USA
10333;S12_1666;33;99.21;11/18/2004 0:00;San Francisco;USA
10347;S12_1666;29;100;11/29/2004 0:00;Melbourne;Australia
10357;S12_1666;49;100;12.10.04 00:00;San Rafael;USA
10370;S12_1666;49;100;1/20/2005 0:00;North Sydney;Australia
10381;S12_1666;20;100;2/17/2005 0:00;San Francisco;USA
10391;S12_1666;39;63.2;03.09.05 00:00;North Sydney;Australia
10411;S12_1666;40;100;05.01.05 00:00;Montreal;Canada
10424;S12_1666;49;100;5/31/2005 0:00;Madrid;Spain
10107;S12_2823;21;100;2/24/2003 0:00;NYC;USA
10145;S12_2823;49;100;8/25/2003 0:00;Pasadena;USA
10159;S12_2823;38;100;10.10.03 00:00;San Francisco;USA
10169;S12_2823;35;100;11.04.03 00:00;North Sydney;Australia
10180;S12_2823;40;100;11.11.03 00:00;Lille;France
10189;S12_2823;28;100;11/18/2003 0:00;Pasadena;USA
10201;S12_2823;25;100;12.01.03 00:00;San Francisco;USA
10211;S12_2823;36;100;1/15/2004 0:00;Paris;France
10224;S12_2823;43;100;2/21/2004 0:00;Lille;France
10237;S12_2823;32;100;04.05.04 00:00;NYC;USA
10251;S12_2823;46;100;5/18/2004 0:00;Newark;USA
10263;S12_2823;48;100;6/28/2004 0:00;Bridgewater;USA
10276;S12_2823;43;100;08.02.04 00:00;Brickhaven;USA
10285;S12_2823;49;100;8/27/2004 0:00;Cambridge;USA
10299;S12_2823;24;100;9/30/2004 0:00;Helsinki;Finland
10309;S12_2823;26;100;10/15/2004 0:00;Stavern;Norway
10319;S12_2823;30;100;11.03.04 00:00;NYC;USA
10329;S12_2823;24;100;11/15/2004 0:00;NYC;USA
10341;S12_2823;55;100;11/24/2004 0:00;Salzburg;Austria
10362;S12_2823;22;100;01.05.05 00:00;Burlingame;USA
10375;S12_2823;49;78.92;02.03.05 00:00;Nantes;France
10388;S12_2823;44;100;03.03.05 00:00;New Bedford;USA
10403;S12_2823;66;100;04.08.05 00:00;Liverpool;UK
10417;S12_2823;21;100;5/13/2005 0:00;Madrid;Spain
10104;S12_3148;34;100;1/31/2003 0:00;Madrid;Spain
10117;S12_3148;43;100;4/16/2003 0:00;Singapore;Singapore
10127;S12_3148;46;100;06.03.03 00:00;NYC;USA
10142;S12_3148;33;100;08.08.03 00:00;San Rafael;USA
10153;S12_3148;42;100;9/28/2003 0:00;Madrid;Spain
10165;S12_3148;34;100;10/22/2003 0:00;Singapore;Singapore
10176;S12_3148;47;100;11.06.03 00:00;Reggio Emilia;Italy
10185;S12_3148;33;100;11/14/2003 0:00;New Bedford;USA
10196;S12_3148;24;100;11/26/2003 0:00;New Haven;USA
10208;S12_3148;26;100;01.02.04 00:00;Lyon;France
10220;S12_3148;30;100;02.12.04 00:00;Dublin;Ireland
10230;S12_3148;43;100;3/15/2004 0:00;Frankfurt;Germany
10247;S12_3148;25;100;05.05.04 00:00;Espoo;Finland
10272;S12_3148;27;100;7/20/2004 0:00;Allentown;USA
10282;S12_3148;27;100;8/20/2004 0:00;San Rafael;USA
10293;S12_3148;24;100;09.09.04 00:00;Torino;Italy
10306;S12_3148;34;100;10/14/2004 0:00;Manchester;UK
10314;S12_3148;46;100;10/22/2004 0:00;Aaarhus;Denmark
10324;S12_3148;27;54.33;11.05.04 00:00;NYC;USA
10336;S12_3148;33;100;11/20/2004 0:00;Paris;France
10348;S12_3148;47;100;11.01.04 00:00;Madrid;Spain
10358;S12_3148;49;55.34;12.10.04 00:00;Madrid;Spain
10372;S12_3148;40;100;1/26/2005 0:00;Minato-ku;Japan
10382;S12_3148;37;100;2/17/2005 0:00;San Rafael;USA
10413;S12_3148;47;100;05.05.05 00:00;Bridgewater;USA
10108;S12_3380;45;100;03.03.03 00:00;Makati City;Philippines
10122;S12_3380;37;99.82;05.08.03 00:00;Marseille;France
10135;S12_3380;48;100;07.02.03 00:00;San Rafael;USA
10147;S12_3380;31;100;09.05.03 00:00;Brickhaven;USA
10160;S12_3380;46;100;10.11.03 00:00;Los Angeles;USA
10170;S12_3380;47;100;11.04.03 00:00;Graz;Austria
10181;S12_3380;28;100;11.12.03 00:00;Bergen;Norway
10191;S12_3380;40;100;11/20/2003 0:00;Koln;Germany
10203;S12_3380;20;100;12.02.03 00:00;Madrid;Spain
10212;S12_3380;39;100;1/16/2004 0:00;Madrid;Spain
10225;S12_3380;25;99.82;2/22/2004 0:00;Gensve;Switzerland
10238;S12_3380;29;100;04.09.04 00:00;Kobenhavn;Denmark
10253;S12_3380;22;100;06.01.04 00:00;Liverpool;UK
10266;S12_3380;22;100;07.06.04 00:00;Reggio Emilia;Italy
10276;S12_3380;47;100;08.02.04 00:00;Brickhaven;USA
10287;S12_3380;45;100;8/30/2004 0:00;Gensve;Switzerland
10300;S12_3380;29;100;10.04.03 00:00;Frankfurt;Germany
10310;S12_3380;24;100;10/16/2004 0:00;Koln;Germany
10320;S12_3380;35;100;11.03.04 00:00;Lule;Sweden
10329;S12_3380;46;83.63;11/15/2004 0:00;NYC;USA
10341;S12_3380;44;95.93;11/24/2004 0:00;Salzburg;Austria
10363;S12_3380;34;96.73;01.06.05 00:00;Espoo;Finland
10376;S12_3380;35;100;02.08.05 00:00;Glendale;USA
10389;S12_3380;25;72.38;03.03.05 00:00;Boras;Sweden
10419;S12_3380;10;100;5/17/2005 0:00;Salzburg;Austria
10105;S12_3891;29;100;02.11.03 00:00;Kobenhavn;Denmark
10117;S12_3891;39;100;4/16/2003 0:00;Singapore;Singapore
10127;S12_3891;42;100;06.03.03 00:00;NYC;USA
10142;S12_3891;46;100;08.08.03 00:00;San Rafael;USA
10153;S12_3891;49;100;9/28/2003 0:00;Madrid;Spain
10165;S12_3891;27;100;10/22/2003 0:00;Singapore;Singapore
10176;S12_3891;50;100;11.06.03 00:00;Reggio Emilia;Italy
10185;S12_3891;43;100;11/14/2003 0:00;New Bedford;USA
10196;S12_3891;38;100;11/26/2003 0:00;New Haven;USA
10208;S12_3891;20;100;01.02.04 00:00;Lyon;France
10220;S12_3891;27;100;02.12.04 00:00;Dublin;Ireland
10231;S12_3891;49;100;3/19/2004 0:00;Madrid;Spain
10247;S12_3891;27;100;05.05.04 00:00;Espoo;Finland
10272;S12_3891;39;100;7/20/2004 0:00;Allentown;USA
10282;S12_3891;24;100;8/20/2004 0:00;San Rafael;USA
10293;S12_3891;45;100;09.09.04 00:00;Torino;Italy
10306;S12_3891;20;100;10/14/2004 0:00;Manchester;UK
10314;S12_3891;36;100;10/22/2004 0:00;Aaarhus;Denmark
10325;S12_3891;24;100;11.05.04 00:00;Stavern;Norway
10336;S12_3891;49;63.38;11/20/2004 0:00;Paris;France
10349;S12_3891;26;100;12.01.04 00:00;NYC;USA
10359;S12_3891;49;62.09;12/15/2004 0:00;Reims;France
10372;S12_3891;34;100;1/26/2005 0:00;Minato-ku;Japan
10382;S12_3891;34;95.35;2/17/2005 0:00;San Rafael;USA
10396;S12_3891;33;100;3/23/2005 0:00;San Rafael;USA
10413;S12_3891;22;100;05.05.05 00:00;Bridgewater;USA
10108;S12_3990;39;89.38;03.03.03 00:00;Makati City;Philippines
10122;S12_3990;32;63.84;05.08.03 00:00;Marseille;France
10135;S12_3990;24;75.01;07.02.03 00:00;San Rafael;USA
10147;S12_3990;21;63.84;09.05.03 00:00;Brickhaven;USA
10159;S12_3990;24;73.42;10.10.03 00:00;San Francisco;USA
10169;S12_3990;36;63.84;11.04.03 00:00;North Sydney;Australia
10181;S12_3990;20;81.4;11.12.03 00:00;Bergen;Norway
10191;S12_3990;30;64.64;11/20/2003 0:00;Koln;Germany
10203;S12_3990;44;82.99;12.02.03 00:00;Madrid;Spain
10211;S12_3990;28;92.57;1/15/2004 0:00;Paris;France
10225;S12_3990;37;77.41;2/22/2004 0:00;Gensve;Switzerland
10238;S12_3990;20;74.21;04.09.04 00:00;Kobenhavn;Denmark
10253;S12_3990;25;90.17;06.01.04 00:00;Liverpool;UK
10266;S12_3990;35;76.61;07.06.04 00:00;Reggio Emilia;Italy
10276;S12_3990;38;83.79;08.02.04 00:00;Brickhaven;USA
10287;S12_3990;41;69.43;8/30/2004 0:00;Gensve;Switzerland
10300;S12_3990;22;76.61;10.04.03 00:00;Frankfurt;Germany
10310;S12_3990;49;81.4;10/16/2004 0:00;Koln;Germany
10320;S12_3990;38;73.42;11.03.04 00:00;Lule;Sweden
10329;S12_3990;33;100;11/15/2004 0:00;NYC;USA
10341;S12_3990;36;93.56;11/24/2004 0:00;Salzburg;Austria
10363;S12_3990;34;81.62;01.06.05 00:00;Espoo;Finland
10377;S12_3990;24;67.83;02.09.05 00:00;Helsinki;Finland
10389;S12_3990;36;70.26;03.03.05 00:00;Boras;Sweden
10419;S12_3990;34;90.17;5/17/2005 0:00;Salzburg;Austria
10104;S12_4473;41;100;1/31/2003 0:00;Madrid;Spain
10115;S12_4473;46;100;04.04.03 00:00;NYC;USA
10127;S12_4473;24;100;06.03.03 00:00;NYC;USA
10141;S12_4473;21;100;08.01.03 00:00;Espoo;Finland
10151;S12_4473;24;100;9/21/2003 0:00;Oulu;Finland
10165;S12_4473;48;100;10/22/2003 0:00;Singapore;Singapore
10175;S12_4473;26;100;11.06.03 00:00;London;UK
10184;S12_4473;37;100;11/14/2003 0:00;Sevilla;Spain
10195;S12_4473;49;100;11/25/2003 0:00;White Plains;USA
10207;S12_4473;34;99.54;12.09.03 00:00;Boston;USA
10219;S12_4473;48;100;02.10.04 00:00;Brisbane;USA
10229;S12_4473;36;100;03.11.04 00:00;San Rafael;USA
10246;S12_4473;46;100;05.05.04 00:00;Madrid;Spain
10259;S12_4473;46;100;6/15/2004 0:00;Singapore;Singapore
10271;S12_4473;31;97.17;7/20/2004 0:00;San Rafael;USA
10281;S12_4473;41;100;8/19/2004 0:00;Allentown;USA
10292;S12_4473;21;100;09.08.04 00:00;NYC;USA
10305;S12_4473;38;100;10/13/2004 0:00;Cambridge;USA
10314;S12_4473;45;100;10/22/2004 0:00;Aaarhus;Denmark
10324;S12_4473;26;58.38;11.05.04 00:00;NYC;USA
10336;S12_4473;38;100;11/20/2004 0:00;Paris;France
10349;S12_4473;48;100;12.01.04 00:00;NYC;USA
10358;S12_4473;42;64.16;12.10.04 00:00;Madrid;Spain
10371;S12_4473;49;35.71;1/23/2005 0:00;San Rafael;USA
10382;S12_4473;32;66.58;2/17/2005 0:00;San Rafael;USA
10412;S12_4473;54;100;05.03.05 00:00;Madrid;Spain
10425;S12_4473;33;100;5/31/2005 0:00;Nantes;France
10108;S12_4675;36;100;03.03.03 00:00;Makati City;Philippines
10122;S12_4675;20;100;05.08.03 00:00;Marseille;France
10135;S12_4675;29;97.89;07.02.03 00:00;San Rafael;USA
10147;S12_4675;33;97.89;09.05.03 00:00;Brickhaven;USA
10160;S12_4675;50;100;10.11.03 00:00;Los Angeles;USA
10170;S12_4675;41;100;11.04.03 00:00;Graz;Austria
10181;S12_4675;36;100;11.12.03 00:00;Bergen;Norway
10192;S12_4675;27;100;11/20/2003 0:00;Nashua;USA
10203;S12_4675;47;100;12.02.03 00:00;Madrid;Spain
10212;S12_4675;33;100;1/16/2004 0:00;Madrid;Spain
10225;S12_4675;21;100;2/22/2004 0:00;Gensve;Switzerland
10239;S12_4675;21;93.28;04.12.04 00:00;Oulu;Finland
10253;S12_4675;41;100;06.01.04 00:00;Liverpool;UK
10266;S12_4675;40;100;07.06.04 00:00;Reggio Emilia;Italy
10277;S12_4675;28;100;08.04.04 00:00;Singapore;Singapore
10287;S12_4675;23;100;8/30/2004 0:00;Gensve;Switzerland
10300;S12_4675;23;100;10.04.03 00:00;Frankfurt;Germany
10310;S12_4675;25;100;10/16/2004 0:00;Koln;Germany
10321;S12_4675;24;100;11.04.04 00:00;New Bedford;USA
10329;S12_4675;39;64.74;11/15/2004 0:00;NYC;USA
10341;S12_4675;55;75.2;11/24/2004 0:00;Salzburg;Austria
10363;S12_4675;46;88.45;01.06.05 00:00;Espoo;Finland
10377;S12_4675;50;100;02.09.05 00:00;Helsinki;Finland
10389;S12_4675;47;100;03.03.05 00:00;Boras;Sweden
10405;S12_4675;97;93.28;4/14/2005 0:00;Strasbourg;France
10419;S12_4675;32;100;5/17/2005 0:00;Salzburg;Austria
10103;S18_1097;35;100;1/29/2003 0:00;Stavern;Norway
10113;S18_1097;49;100;3/26/2003 0:00;San Rafael;USA
10126;S18_1097;38;100;5/28/2003 0:00;Madrid;Spain
10140;S18_1097;32;100;7/24/2003 0:00;Burlingame;USA
10150;S18_1097;34;100;9/19/2003 0:00;Singapore;Singapore
10164;S18_1097;36;99.17;10/21/2003 0:00;Graz;Austria
10174;S18_1097;48;93.34;11.06.03 00:00;South Brisbane;Australia
10183;S18_1097;21;96.84;11/13/2003 0:00;Philadelphia;USA
10194;S18_1097;21;93.34;11/25/2003 0:00;Lyon;France
10206;S18_1097;34;100;12.05.03 00:00;Vancouver;Canada
